Localidad simple,-35.03307343,-60.28061973,6021.0,Alberti,INDEC,6021010000,6021010,Alberti,60021.0,Alberti,ALBERTI,6,Buenos Aires
Localidad simple,-34.868119,-60.39397088,6021.0,Alberti,INDEC,6021020000,6021020,Coronel Seguí,60021.0,Alberti,CORONEL SEGUI,6,Buenos Aires
Componente de localidad compuesta,-35.06801367,-60.40259716,6021.0,Alberti,INDEC,6021030000,6021030,Mechita,60021.0,Alberti,MECHITA,6,Buenos Aires
Localidad simple,-35.12438198,-60.22006126,6021.0,Alberti,INDEC,6021040000,6021040,Pla,60021.0,Alberti,PLA,6,Buenos Aires
Localidad simple,-35.10961783,-60.07055132,6021.0,Alberti,INDEC,6021050000,6021050,Villa Grisolía,60021.0,Alberti,VILLA GRISOLIA,6,Buenos Aires
Localidad simple,-34.88812554,-60.34693856,6021.0,Alberti,INDEC,6021060000,6021060,Villa María,60021.0,Alberti,VILLA MARIA,6,Buenos Aires
Localidad simple,-34.84353294,-60.30484986,6021.0,Alberti,INDEC,6021070000,6021070,Villa Ortiz,60021.0,Alberti,VILLA ORTIZ,6,Buenos Aires
Entidad,-34.80155807,-58.39146772,6028.0,Almirante Brown,INDEC,6028010001,6028010,Almirante Brown,60028.0,Almirante Brown,ADROGUE,6,Buenos Aires
Entidad,-34.83154159,-58.39868749,6028.0,Almirante Brown,INDEC,6028010002,6028010,Almirante Brown,60028.0,Almirante Brown,BURZACO,6,Buenos Aires
Entidad,-34.80447591,-58.34478255,6028.0,Almirante Brown,INDEC,6028010003,6028010,Almirante Brown,60028.0,Almirante Brown,CLAYPOLE,6,Buenos Aires
Entidad,-34.82107516,-58.3447458,6028.0,Almirante Brown,INDEC,6028010004,6028010,Almirante Brown,60028.0,Almirante Brown,DON ORIONE,6,Buenos Aires
Entidad,-34.88601142,-58.38183018,6028.0,Almirante Brown,INDEC,6028010005,6028010,Almirante Brown,60028.0,Almirante Brown,GLEW,6,Buenos Aires
Entidad,-34.78514425,-58.36814756,6028.0,Almirante Brown,INDEC,6028010006,6028010,Almirante Brown,60028.0,Almirante Brown,JOSE MARMOL,6,Buenos Aires
Entidad,-34.86094503,-58.38914769,6028.0,Almirante Brown,INDEC,6028010007,6028010,Almirante Brown,60028.0,Almirante Brown,LONGCHAMPS,6,Buenos Aires
Entidad,-34.81895832,-58.42356106,6028.0,Almirante Brown,INDEC,6028010008,6028010,Almirante Brown,60028.0,Almirante Brown,MALVINAS ARGENTINAS,6,Buenos Aires
Entidad,-34.8556895,-58.36164654,6028.0,Almirante Brown,INDEC,6028010009,6028010,Almirante Brown,60028.0,Almirante Brown,MINISTRO RIVADAVIA,6,Buenos Aires
Entidad,-34.79113675,-58.35059818,6028.0,Almirante Brown,INDEC,6028010010,6028010,Almirante Brown,60028.0,Almirante Brown,RAFAEL CALZADA,6,Buenos Aires
